जिला,विधानसभा,जिला पंचायत वार्ड
बलरामपुर,292. Gainsari,9-गौराबगनहा
बलरामपुर,292. Gainsari,10-पिपरहवाविशुनपुर
बलरामपुर,291. Tulsipur,11-नवानगर
बलरामपुर,291. Tulsipur,12-शिवानगर
बलरामपुर,291. Tulsipur,13-मुड़िला
बलरामपुर,291. Tulsipur,14-महाराजगंज तराई
बलरामपुर,291. Tulsipur,15-मोतीपुर
बलरामपुर,291. Tulsipur,16-हर्रैयासतघरवा
बलरामपुर,291. Tulsipur,17-चौधरीडीह
बलरामपुर,291. Tulsipur,18-शिवपुरा
बलरामपुर,291. Tulsipur,19-ललिया
बलरामपुर,291. Tulsipur,20-मथुरा
बलरामपुर,294. Balrampur,21-कैलाशगढ़
बलरामपुर,294. Balrampur,22-बेलवासुल्तानजोत
बलरामपुर,294. Balrampur,23-गंगापुरबांकी
बलरामपुर,294. Balrampur,24-कोयलरा
बलरामपुर,294. Balrampur,25-खगईजोत
बलरामपुर,294. Balrampur,26-रामपुरबनघुसरा
बलरामपुर,294. Balrampur,27-पिपरीकोल्हुई
बलरामपुर,294. Balrampur,28-अगयाबुजुर्ग
बलरामपुर,294. Balrampur,29-पटियालाग्रन्ट
बलरामपुर,294. Balrampur,30-शाहपुरइटई
बलरामपुर,293. Utraula,31-महुआधनी
बलरामपुर,293. Utraula,32-उतरौलाग्रामीण
बलरामपुर,293. Utraula,33-मानापार बहेरिया
बलरामपुर,293. Utraula,34-टेढ़वातप्पाबांक
बलरामपुर,293. Utraula,35-गैण्डास बुजुर्ग
बलरामपुर,293. Utraula,36-इटईरामपुर
बलरामपुर,293. Utraula,37-बूधीपुर
बलरामपुर,293. Utraula,38-रेहराबाजार
बलरामपुर,293. Utraula,39-सरायखास
बलरामपुर,293. Utraula,40-सादुल्लानगर
बलिया,363. Bairia,1-मुरलीछपरा प्रथम
बलिया,363. Bairia,2-मुरलीछपरा द्वितीय
बलिया,363. Bairia,3-मुरलीछपरा तृतीय
बलिया,363. Bairia,4-बैरिया प्रथम
बलिया,363. Bairia,5-बैरिया द्वितीय
बलिया,363. Bairia,6-बैरिया  तृतीय
बलिया,363. Bairia,7-रेवती प्रथम
बलिया,362. Bansdih,8-रेवती द्वितीय
बलिया,362. Bansdih,9-रेवती  तृतीय
बलिया,362. Bansdih,10-बाँसडीह प्रथम
बलिया,362. Bansdih,11-बाँसडीह द्वितीय
बलिया,362. Bansdih,12-बाँसडीह तृतीय
बलिया,362. Bansdih,13-बेरूआरबारी प्रथम
बलिया,362. Bansdih,14-बेरूआरबारी द्वितीय
बलिया,362. Bansdih,15-मनियर प्रथम
बलिया,359. Sikandarpur,16-मनियर द्वितीय
बलिया,362. Bansdih,17-मनियर तृतीय
बलिया,359. Sikandarpur,18-पन्दह  प्रथम
बलिया,359. Sikandarpur,19-पन्दह  द्वितीय
बलिया,359. Sikandarpur,20-पन्दह तृतीय
बलिया,359. Sikandarpur,21-नवानगर प्रथम
बलिया,359. Sikandarpur,22-नवानगर द्वितीय
बलिया,359. Sikandarpur,23-नवानगर तृतीय
बलिया,357. Belthara Road,24-सीयर प्रथम
बलिया,357. Belthara Road,25-सीयर द्वितीय
बलिया,357. Belthara Road,26-सीयर  तृतीय
बलिया,357. Belthara Road,27-सीयर चतुर्थ
बलिया,357. Belthara Road,28-सीयर पंचम
बलिया,358. Rasara,29-नगरा प्रथम
बलिया,358. Rasara,30-नगरा  द्वितीय
बलिया,358. Rasara,31-नगरा तृतीय
बलिया,358. Rasara,32-नगरा चतुर्थ
बलिया,358. Rasara,33-नगरा पंचम
बलिया,358. Rasara,34-रसड़ा प्रथम
बलिया,358. Rasara,35-रसड़ा द्वितीय
बलिया,358. Rasara,36-रसड़ा तृतीय
बलिया,358. Rasara,37-रसड़ा चतुर्थ
बलिया,358. Rasara,38-चिलकहर प्रथम
बलिया,358. Rasara,39-चिलकहर  द्वितीय
बलिया,358. Rasara,40-चिलकहर  तृतीय
बलिया,358. Rasara,41-चिलकहर चतुर्थ
बलिया,360. Phephana,42-सोहाँव प्रथम
बलिया,360. Phephana,43-सोहाँव  द्वितीय
बलिया,360. Phephana,44-सोहाँव तृतीय
बलिया,360. Phephana,45-गड़वार प्रथम
बलिया,360. Phephana,46-गड़वार द्वितीय
बलिया,360. Phephana,47-गड़वार तृतीय
बलिया,360. Phephana,48-हनुमानगंज प्रथम
बलिया,361. Ballia Nagar,49-हनुमानगंज द्वितीय
बलिया,361. Ballia Nagar,50-हनुमानगंज तृतीय
बलिया,361. Ballia Nagar,51-हनुमानगंज चतुर्थ
बलिया,361. Ballia Nagar,52-दुबहड़ प्रथम
बलिया,361. Ballia Nagar,53-दुबहड़ द्वितीय
बलिया,361. Ballia Nagar,54-दुबहड़  तृतीय
बलिया,361. Ballia Nagar,55-दुबहड़़ चतुर्थ
बलिया,363. Bairia,56-बेलहरी प्रथम
बलिया,363. Bairia,57-बेलहरी द्वितीय
बलिया,363. Bairia,58-बेलहरी तृतीय
बस्ती,309. Rudhauli,1-रूधौली प्रथम
बस्ती,309. Rudhauli,2-रूधौली द्वितीय
बस्ती,309. Rudhauli,3-रूधौली तृतीय
बस्ती,309. Rudhauli,4-रामनगर प्रथम
बस्ती,309. Rudhauli,5-रामनगर द्वितीय
बस्ती,309. Rudhauli,6-रामनगर तृतीय
बस्ती,308. Kaptanganj,7-सल्टौवा गोपालपुर प्रथम
बस्ती,308. Kaptanganj,8-सल्टौवा गोपालपुर द्वितीय
बस्ती,308. Kaptanganj,9-सल्टौवा गोपालपुर तृतीय
बस्ती,308. Kaptanganj,10-सल्टौवा गोपालपुर चतुर्थ
बस्ती,308. Kaptanganj,11-गौर प्रथम
बस्ती,308. Kaptanganj,12-गौर द्वितीय
बस्ती,308. Kaptanganj,13-गौर तृतीय
बस्ती,308. Kaptanganj,14-गौर चतुर्थ
बस्ती,307. Harraiya,15-परसरामपुर प्रथम
बस्ती,307. Harraiya,16-परसरामपुर द्वितीय
बस्ती,307. Harraiya,17-परसरामपुर तृतीय
बस्ती,307. Harraiya,18-परसरामपुर चतुर्थ
बस्ती,307. Harraiya,19-विक्रमजोत प्रथम
बस्ती,307. Harraiya,20-विक्रमजोत द्वितीय
बस्ती,307. Harraiya,21-विक्रमजोत तृतीय
बस्ती,307. Harraiya,22-हरैंया प्रथम
बस्ती,307. Harraiya,23-हरैेया द्वितीय
बस्ती,307. Harraiya,24-हरैंया तृतीय
बस्ती,307. Harraiya,25-दुबौलिया प्रथम
बस्ती,307. Harraiya,26-दुबौलिया द्वितीय
बस्ती,308. Kaptanganj,27-कप्तानगंज प्रथम
बस्ती,308. Kaptanganj,28-कप्तानगंज द्वितीय
बस्ती,311. Mahadewa,29-बहादुरपुर प्रथम
बस्ती,311. Mahadewa,30-बहादुरपुर द्वितीय
बस्ती,311. Mahadewa,31-बहादुरपुर तृतीय
बस्ती,311. Mahadewa,32-कुदरहा प्रथम
बस्ती,311. Mahadewa,33-कुदरहा द्वितीय
बस्ती,311. Mahadewa,34-कुदरहा तृतीय
बस्ती,311. Mahadewa,35-बनकटी प्रथम
बस्ती,311. Mahadewa,36-बनकटी द्वितीय
बस्ती,310. Basti Sadar,37-बस्ती सदर प्रथम
बस्ती,310. Basti Sadar,38-बस्ती सदर द्वितीय
बस्ती,310. Basti Sadar,39-बस्ती सदर तृतीय
बस्ती,310. Basti Sadar,40-बस्ती सदर चतुर्थ
बस्ती,310. Basti Sadar,41-साऊघाट प्रथम
बस्ती,310. Basti Sadar,42-साऊघाट द्वितीय
बस्ती,310. Basti Sadar,43-साऊघाट तृतीय
बहराइच,284. Matera,1-नवाबगंज प्रथम
बहराइच,284. Matera,2-नवाबगंज द्वितीय
बहराइच,283. Nanpara,3-नवाबगंज तृतीय
बहराइच,283. Nanpara,4-नवाबगंज चतुर्थ
बहराइच,282. Balha,5-मिहींपुरवा  प्रथम
बहराइच,282. Balha,6- मिहींपुरवा द्वितीय
बहराइच,282. Balha,7-मिहींपुरवा तृतीय
बहराइच,282. Balha,8-मिहींपुरवा चतुर्थ
बहराइच,282. Balha,9-मिहींपुरवा पंचम
बहराइच,282. Balha,10-मिहींपुरवा षष्ठ
बहराइच,282. Balha,11-मिहींपुरवा सप्तम
बहराइच,282. Balha,12-बलहा प्रथम
बहराइच,282. Balha,13-बलहा द्वितीय
बहराइच,283. Nanpara,14-बलहा  तृतीय
बहराइच,283. Nanpara,15-बलहा  चतुर्थ
बहराइच,283. Nanpara,16-बलहा पंचम
बहराइच,284. Matera,17- रिसिया प्रथम
बहराइच,284. Matera,18-रिसिया द्वितीय
बहराइच,284. Matera,19-रिसिया तृतीय
बहराइच,284. Matera,20-रिसिया चतुर्थ
बहराइच,285. Mahasi,21-शिवपुर प्रथम
बहराइच,285. Mahasi,22-शिवपुर द्वितीय
बहराइच,285. Mahasi,23-शिवपुर तृतीय
बहराइच,285. Mahasi,24-शिवपुर चतुर्थ
बहराइच,285. Mahasi,25-शिवपुर पंचम
बहराइच,285. Mahasi,26-महसी प्रथम
बहराइच,285. Mahasi,27-महसी द्वितीय
बहराइच,285. Mahasi,28-महसी तृतीय
बहराइच,285. Mahasi,29-महसी चतुर्थ
बहराइच,288. Kaiserganj,30-तेजवापुर प्रथम
बहराइच,288. Kaiserganj,31-तेजवापुर द्वितीय
बहराइच,288. Kaiserganj,32-तेजवापुर तृतीय
बहराइच,288. Kaiserganj,33-तेजवापुर चतुर्थ
बहराइच,288. Kaiserganj,34-तेजवापुर पंचम
बहराइच,286. Bahraich,35-चित्तौरा प्रथम
बहराइच,286. Bahraich,36-चित्तौरा द्वितीय
बहराइच,286. Bahraich,37-चित्तौरा तृतीय
बहराइच,286. Bahraich,38- चित्तौरा चतुर्थ
बहराइच,286. Bahraich,39-चित्तौरा पंचम
बहराइच,287. Payagpur,40-पयागपुर प्रथम
बहराइच,287. Payagpur,41-पयागपुर द्वितीय
बहराइच,287. Payagpur,42-पयागपुर तृतीय
बहराइच,287. Payagpur,43-पयागपुर चतुर्थ
बहराइच,287. Payagpur,44-विशेश्वरगंज प्रथम
बहराइच,287. Payagpur,45-विशेश्वरगंज द्वितीय
बहराइच,287. Payagpur,46-विशेश्वरगंज तृतीय
बहराइच,287. Payagpur,47-विशेश्वरगंज चतुर्थ
बहराइच,287. Payagpur,48-हुजूरपुर प्रथम
बहराइच,287. Payagpur,49-हुजूरपुर द्वितीय
बहराइच,287. Payagpur,50-हुजूरपुर तृतीय
बहराइच,288. Kaiserganj,51-फखरपुर प्रथम
बहराइच,288. Kaiserganj,52-फखरपुर द्वितीय
बहराइच,288. Kaiserganj,53-फखरपुर  तृतीय
बहराइच,288. Kaiserganj,54-फखरपुर चतुर्थ
बहराइच,288. Kaiserganj,55-फखरपुर पंचम
बहराइच,288. Kaiserganj,56-कैसरगंज प्रथम
बहराइच,288. Kaiserganj,57-कैसरगंज द्वितीय
बहराइच,288. Kaiserganj,58-कैसरगंज तृतीय
बहराइच,288. Kaiserganj,59-कैसरगंज चतुर्थ
बहराइच,288. Kaiserganj,60-जरवल प्रथम
बहराइच,288. Kaiserganj,61-जरवल द्वितीय
बहराइच,288. Kaiserganj,62-जरवल तृतीय
बहराइच,288. Kaiserganj,63-जरवल चतुर्थ
बांदा,233. Baberu,1-कमासिन प्रथम
बांदा,233. Baberu,2-कमासिन द्वितीय
बांदा,233. Baberu,3-कमासिन तृतीय
बांदा,233. Baberu,4-बबेरू प्रथम
बांदा,233. Baberu,5-बबेरू द्वितीय
बांदा,233. Baberu,6-बबेरू तृतीय
बांदा,233. Baberu,7-बबेरू चतुर्थ
बांदा,232. Tindwari,8-बबेरू पंचम
बांदा,232. Tindwari,9-तिन्दवारी प्रथम
बांदा,232. Tindwari,10-तिन्दवारी द्वितीय
बांदा,233. Baberu,11-तिन्दवारी तृतीय
बांदा,232. Tindwari,12-जसपुरा प्रथम
बांदा,232. Tindwari,13-जसपुरा द्वितीय
बांदा,232. Tindwari,14-बडोखर खुर्द प्रथम
बांदा,235. Banda,15-बडोखर खुर्द द्वितीय
बांदा,232. Tindwari,16-बडोखर खुर्द तृतीय
बांदा,232. Tindwari,17-बडोखर खुर्द चतुर्थ
बांदा,235. Banda,18-महुआ प्रथम
बांदा,235. Banda,19-महुआ द्वितीय
बांदा,235. Banda,20-महुआ तृतीय
बांदा,235. Banda,21-महुआ चतुर्थ
बांदा,234. Naraini,22-नरैनी प्रथम
बांदा,234. Naraini,23-नरैनी द्वितीय
बांदा,234. Naraini,24-नरैनी तृतीय
बांदा,234. Naraini,25-नरैनी चतुर्थ
बांदा,234. Naraini,26-नरैनी पंचम
बांदा,234. Naraini,27-बिसण्डा प्रथम
बांदा,235. Banda,28-बिसण्डा द्वितीय
बांदा,233. Baberu,29-बिसण्डा तृतीय
बांदा,235. Banda,30-बिसण्डा चतुर्थ
बागपत,50. Chhaprauli,1-बिनौली प्रथम
बागपत,50. Chhaprauli,2-बिनौली द्वितीय
बागपत,50. Chhaprauli,3-बिनौली तृतीय
बागपत,50. Chhaprauli,4-बिनौली चतुर्थ
बागपत,50. Chhaprauli,5-छपरौली प्रथम
बागपत,50. Chhaprauli,6-छपरौली द्वितीय
बागपत,50. Chhaprauli,7-छपरौली तृतीय
बागपत,51. Baraut,8-बडौत प्रथम
बागपत,51. Baraut,9-बडौत द्वितीय
बागपत,51. Baraut,10-बडौत तृतीय
बागपत,51. Baraut,11-बडौत व बागपत प्रथम
बागपत,52. Baghpat,12-बडौत व बागपत द्वितीय
बागपत,52. Baghpat,13-बागपत प्रथम
बागपत,52. Baghpat,14-बागपत द्वितीय
बागपत,52. Baghpat,15-बागपत व खेकडा
बागपत,52. Baghpat,16-पिलाना व बागपत
बागपत,52. Baghpat,17-पिलाना प्रथम
बागपत,52. Baghpat,18-पिलाना व बागपत एवं खेकडा
बागपत,52. Baghpat,19-पिलाना द्वितीय
बागपत,52. Baghpat,20-खेकडा प्रथम
बाराबंकी,270. Dariyabad,1-पूरेडलई प्रथम
बाराबंकी,270. Dariyabad,2-पूरेडलई द्वितीय
बाराबंकी,270. Dariyabad,3-पूरेडलई तृतीय
बाराबंकी,270. Dariyabad,4-दरियाबाद प्रथम
बाराबंकी,270. Dariyabad,5-दरियाबाद  द्वितीय
बाराबंकी,270. Dariyabad,6-दरियाबाद  तृतीय
बाराबंकी,267. Ramnagar,7-सिरौलीगौसपुर  प्रथम
बाराबंकी,267. Ramnagar,8-सिरौलीगौसपुर  द्वितीय
बाराबंकी,267. Ramnagar,9-सिरौलीगौसपुर  तृतीय
बाराबंकी,267. Ramnagar,10-सिरौलीगौसपुर चतुर्थ
बाराबंकी,267. Ramnagar,11-रामनगर  प्रथम
बाराबंकी,267. Ramnagar,12-रामनगर द्वितीय
बाराबंकी,267. Ramnagar,13-रामनगर तृतीय
बाराबंकी,267. Ramnagar,14-सूरतगंज  प्रथम
बाराबंकी,267. Ramnagar,15-सूरतगंज द्वितीय
बाराबंकी,267. Ramnagar,16-सूरतगंज तृतीय
बाराबंकी,267. Ramnagar,17-सूरतगंज  चतुर्थ
बाराबंकी,266. Kursi,18-फतेहपुर  प्रथम
बाराबंकी,266. Kursi,19-फतेहपुर द्वितीय
बाराबंकी,266. Kursi,20-फतेहपुर  तृतीय
बाराबंकी,266. Kursi,21- निन्दूरा प्रथम
बाराबंकी,266. Kursi,22-निन्दूरा  द्वितीय
बाराबंकी,266. Kursi,23-निन्दूरा तृतीय
बाराबंकी,266. Kursi,24-निन्दूरा   चतुर्थ
बाराबंकी,266. Kursi,25-फतेहपुर चतुर्थ
बाराबंकी,266. Kursi,26-फतेहपुर पंचम
बाराबंकी,268. Barabanki,27-देवॉ  प्रथम
बाराबंकी,266. Kursi,28-निन्दूरा  पंचम
बाराबंकी,268. Barabanki,29-देवॉ  द्वितीय
बाराबंकी,268. Barabanki,30-देवॉ  तृतीय
बाराबंकी,268. Barabanki,31-देवॉ चतुर्थ
बाराबंकी,269. Zaidpur,32-मसौली  प्रथम
बाराबंकी,269. Zaidpur,33-मसौली द्वितीय
बाराबंकी,268. Barabanki,34-बंकी  तृतीय
बाराबंकी,268. Barabanki,35-बंकी प्रथम
बाराबंकी,268. Barabanki,36-बंकी  द्वितीय
बाराबंकी,269. Zaidpur,37-हरख  द्वितीय
बाराबंकी,269. Zaidpur,38-हरख प्रथम
बाराबंकी,269. Zaidpur,39-मसौली  चतुर्थ
बाराबंकी,269. Zaidpur,40-मसौली तृतीय
बाराबंकी,269. Zaidpur,41-सिद्धौर प्रथम
बाराबंकी,269. Zaidpur,42-हरख तृतीय
बाराबंकी,272. Haidergarh,43-सिद्धौर  द्वितीय
बाराबंकी,272. Haidergarh,44-सिद्धौर  तृतीय
बाराबंकी,272. Haidergarh,45-सिद्धौर चतुर्थ
बाराबंकी,272. Haidergarh,46-सिद्धौर  पंचम
बाराबंकी,272. Haidergarh,47-त्रिवेदीगंज  प्रथम
बाराबंकी,272. Haidergarh,48-त्रिवेदीगंज  द्वितीय
बाराबंकी,272. Haidergarh,49-त्रिवेदीगंज तृतीय
बाराबंकी,272. Haidergarh,50-हैदरगढ  प्रथम
बाराबंकी,272. Haidergarh,51-हैदरगढ  द्वितीय
बाराबंकी,272. Haidergarh,52-हैदरगढ तृतीय
बाराबंकी,272. Haidergarh,53-हैदरगढ  चतुर्थ
बाराबंकी,270. Dariyabad,54-बनीकोडर प्रथम
बाराबंकी,270. Dariyabad,55-बनीकोडर  द्वितीय
बाराबंकी,270. Dariyabad,56-बनीकोडर  तृतीय
बाराबंकी,270. Dariyabad,57-बनीकोडर  चतुर्थ
बिजनौर,19. Barhapur,1-कोतवाली प्रथम
बिजनौर,19. Barhapur,2-कोतवाली द्वितीय
बिजनौर,18. Nagina,3-कोतवाली तृतीय
बिजनौर,18. Nagina,4-कोतवाली चतुर्थ
बिजनौर,18. Nagina,5-कोतवाली पंचम
बिजनौर,18. Nagina,6-कोतवाली षष्टम
बिजनौर,19. Barhapur,7-कोतवाली सप्तम
बिजनौर,17. Najibabad,8-नजीबाबाद प्रथम
बिजनौर,17. Najibabad,9-नजीबाबाद द्वितीय
बिजनौर,17. Najibabad,10-नजीबाबाद तृतीय
बिजनौर,17. Najibabad,11-नजीबाबाद चतुर्थ
बिजनौर,17. Najibabad,12-नजीबाबाद पंचम
बिजनौर,17. Najibabad,13-नजीबाबाद षष्टम
बिजनौर,17. Najibabad,14-नजीबाबाद सप्तम
बिजनौर,18. Nagina,15-किरतपुर प्रथम
बिजनौर,17. Najibabad,16-किरतपुर द्वितीय
बिजनौर,18. Nagina,17-किरतपुर तृतीय
बिजनौर,17. Najibabad,18-किरतपुर चतुर्थ
बिजनौर,21. Nehtaur,19-मौ0पुर देवमल प्रथम
बिजनौर,21. Nehtaur,20-मौ0पुर देवमल द्वितीय
बिजनौर,21. Nehtaur,21-मौ0पुर देवमल तृतीय
बिजनौर,21. Nehtaur,22-मौ0पुर देवमल चतुर्थ
बिजनौर,21. Nehtaur,23-मौ0पुर देवमल पंचम
बिजनौर,21. Nehtaur,24-हल्दौर प्रथम
बिजनौर,21. Nehtaur,25-हल्दौर द्वितीय
बिजनौर,22. Bijnor,26-हल्दौर तृतीय
बिजनौर,21. Nehtaur,27-हल्दौर चतुर्थ
बिजनौर,21. Nehtaur,28-जलीलपुर प्रथम
बिजनौर,23. Chandpur,29-जलीलपुर द्वितीय
बिजनौर,23. Chandpur,30-जलीलपुर तृतीय
बिजनौर,23. Chandpur,31-जलीलपुर चतुर्थ
बिजनौर,23. Chandpur,32-जलीलपुर पंचम
बिजनौर,24. Noorpur,33-नूरपुर प्रथम
बिजनौर,24. Noorpur,34-नूरपुर द्वितीय
बिजनौर,23. Chandpur,35-नूरपुर तृतीय
बिजनौर,23. Chandpur,36-नूरपुर चतुर्थ
बिजनौर,24. Noorpur,37-नूरपुर पंचम
बिजनौर,24. Noorpur,38-नूरपुर षष्टम
बिजनौर,21. Nehtaur,39-नहटौर प्रथम
बिजनौर,24. Noorpur,40-नहटौर द्वितीय
बिजनौर,21. Nehtaur,41-नहटौर तृतीय
बिजनौर,21. Nehtaur,42-नहटौर चतुर्थ
बिजनौर,20. Dhampur,43-धामपुर प्रथम
बिजनौर,20. Dhampur,44-धामपुर द्वितीय
बिजनौर,20. Dhampur,45-धामपुर तृतीय
बिजनौर,20. Dhampur,46-धामपुर चतुर्थ
बिजनौर,20. Dhampur,47-धामपुर पंचम
बिजनौर,20. Dhampur,48-स्योहारा प्रथम
बिजनौर,24. Noorpur,49-स्योहारा द्वितीय
बिजनौर,24. Noorpur,50-स्योहारा तृतीय
बिजनौर,24. Noorpur,51-स्योहारा चतुर्थ
बिजनौर,19. Barhapur,52-अफजलगढ़ प्रथम
बिजनौर,19. Barhapur,53-अफजलगढ़ द्वितीय
बिजनौर,19. Barhapur,54-अफजलगढ़ तृतीय
बिजनौर,21. Nehtaur,55-अफजलगढ़ चतुर्थ
बिजनौर,19. Barhapur,56-अफजलगढ़ पंचम
बुलंदशहर,66. Siana,1-ऊँचागाँव प्रथम
बुलंदशहर,66. Siana,2-ऊँचागाँव द्वितीय
बुलंदशहर,66. Siana,3-ऊँचागाँव तृतीय
बुलंदशहर,66. Siana,4-स्यान प्रथम
बुलंदशहर,66. Siana,5-स्यान द्वितीय
बुलंदशहर,66. Siana,6-बी0बी0नगर प्रथम
बुलंदशहर,66. Siana,7-बी0बी0नगर द्वितीय
बुलंदशहर,65. Bulandshahr,8-अगौता
बुलंदशहर,65. Bulandshahr,9-अगौता/बुलन्दशहर
बुलंदशहर,66. Siana,10-अगौता/लखावटी/स्याना
बुलंदशहर,65. Bulandshahr,11-गुलावठी/बी0बी0 नगर
बुलंदशहर,64. Sikandrabad,12-गुलावठी
बुलंदशहर,65. Bulandshahr,13-लखावटी/अगौता
बुलंदशहर,65. Bulandshahr,14-लखावटी/जहाँगीराबाद
बुलंदशहर,65. Bulandshahr,15-बुलन्दशहर प्रथम
बुलंदशहर,65. Bulandshahr,16-बुलन्दशहर द्वितीय
बुलंदशहर,65. Bulandshahr,17-बुलन्दशहर तृतीय
बुलंदशहर,64. Sikandrabad,18-बुलन्दशहर/लखावटी
बुलंदशहर,64. Sikandrabad,19-सिकन्द्राबाद प्रथम
बुलंदशहर,64. Sikandrabad,20-सिकन्द्राबाद द्वितीय
बुलंदशहर,64. Sikandrabad,21-सिकन्द्राबाद तृतीय
बुलंदशहर,65. Bulandshahr,22-सिकन्द्राबाद/बुलन्दशहर
बुलंदशहर,65. Bulandshahr,23-सिकन्द्राबाद/बुलन्दशहर
बुलंदशहर,70. Khurja,24-खुर्जा प्रथम
बुलंदशहर,70. Khurja,25-खुर्जा द्वितीय
बुलंदशहर,70. Khurja,26-खुर्जा तृतीय
बुलंदशहर,70. Khurja,27-खुर्जा चतुर्थ
बुलंदशहर,70. Khurja,28-खुर्जा पंचम
बुलंदशहर,70. Khurja,29-अरनियाँ प्रथम
बुलंदशहर,70. Khurja,30-अरनियाँ द्वितीय
बुलंदशहर,70. Khurja,31-अरनियाँ तृतीय
बुलंदशहर,69. Shikarpur,32-पहासू प्रथम
बुलंदशहर,69. Shikarpur,33-पहासू द्वितीय
बुलंदशहर,69. Shikarpur,34-पहासू/दानपुर प्रथम
बुलंदशहर,69. Shikarpur,35-दानपुर/पहासू द्वितीय
बुलंदशहर,68. Debai,36-दानपुर प्रथम
बुलंदशहर,69. Shikarpur,37-शिकारपुर प्रथम
बुलंदशहर,69. Shikarpur,38-शिकारपुर द्वितीय
बुलंदशहर,69. Shikarpur,39-शिकारपुर तृतीय
बुलंदशहर,69. Shikarpur,40-दानपुर/शिकारपुर
बुलंदशहर,68. Debai,41-दानपुर द्वितीय
बुलंदशहर,68. Debai,42-दानपुर/डिबाई
बुलंदशहर,68. Debai,43-डिबाई प्रथम
बुलंदशहर,68. Debai,44-डिबाई द्वितीय
बुलंदशहर,68. Debai,45-डिबाई तृतीय
बुलंदशहर,67. Anupshahr,46-डिबाई/अनूपशहर
बुलंदशहर,67. Anupshahr,47-अनूपशहर प्रथम
बुलंदशहर,67. Anupshahr,48-अनूपशहर द्वितीय
बुलंदशहर,67. Anupshahr,49-अनूपशहर तृतीय
बुलंदशहर,67. Anupshahr,50-जहाँगीराबाद प्रथम
बुलंदशहर,67. Anupshahr,51-जहाँगीराबाद/लखावटी
बुलंदशहर,67. Anupshahr,52-जहाँगीराबाद द्वितीय
भदोही,392. Bhadohi,1-भदोही प्रथम
भदोही,392. Bhadohi,2-भदोही द्वितीय
भदोही,392. Bhadohi,3-भदोही तृतीय
भदोही,392. Bhadohi,4-भदोही चतुर्थ
भदोही,392. Bhadohi,5-भदोही पंचम
भदोही,392. Bhadohi,6-सुरियावां  प्रथम
भदोही,392. Bhadohi,7-सुरियावां द्वितीय
भदोही,392. Bhadohi,8-सुरियावां तृतीय
भदोही,392. Bhadohi,9-अभोली प्रथम
भदोही,394. Aurai,10-अभोली द्वितीय
भदोही,393. Gyanpur,11-अभोली व ज्ञानपुर
भदोही,393. Gyanpur,12-ज्ञानपुर प्रथम
भदोही,393. Gyanpur,13-ज्ञानपुर द्वितीय
भदोही,393. Gyanpur,14-ज्ञानपुर तृतीय
भदोही,393. Gyanpur,15-ज्ञानपुर चतुर्थ
भदोही,393. Gyanpur,16-डीघ प्रथम
भदोही,393. Gyanpur,17-डीघ  द्वितीय
भदोही,393. Gyanpur,18-डीघ  तृतीय
भदोही,393. Gyanpur,19-डीघ  चतुर्थ
भदोही,393. Gyanpur,20-डीघ  पंचम
भदोही,394. Aurai,21-औराई  प्रथम
भदोही,394. Aurai,22-औराई  द्वितीय
भदोही,394. Aurai,23-औराई तृतीय
भदोही,394. Aurai,24-औराई  चतुर्थ
भदोही,394. Aurai,25-औराई  पंचम
भदोही,394. Aurai,26-औराई  षष्ठम
मऊ,353. Madhuban,1-दुबारी
मऊ,353. Madhuban,2-धर्मपुर विशुनपुर
मऊ,353. Madhuban,3-केशवपुर सुल्तानीपुर
मऊ,353. Madhuban,4-मर्यादपुर
मऊ,354. Ghosi,5-सिपाह
मऊ,354. Ghosi,6-मझवारा
मऊ,354. Ghosi,7-अरियासो
मऊ,356. Mau,8-विलौझा
मऊ,356. Mau,9-रतनपुरा
मऊ,356. Mau,10-हलधरपुर
मऊ,356. Mau,11-पहसा
मऊ,354. Ghosi,12-शहरोज़
मऊ,354. Ghosi,13-इन्दारा
मऊ,355. Muhammadabad Gohna,14-कोईरियापार
मऊ,354. Ghosi,15-धवरियासाथ
मऊ,353. Madhuban,16-दरगाह
मऊ,355. Muhammadabad Gohna,17-रसूलपुर
मऊ,353. Madhuban,18-गोंठा
मऊ,353. Madhuban,19-सियरही बर्जला
मऊ,353. Madhuban,20-गोधना
मऊ,354. Ghosi,21-अमीला
मऊ,354. Ghosi,22-बोझी
मऊ,354. Ghosi,23-नदवासराय
मऊ,355. Muhammadabad Gohna,24-मड़हा पट्टी
मऊ,355. Muhammadabad Gohna,25-खैराबाद
मऊ,355. Muhammadabad Gohna,26-सुरहुरपुर
मऊ,355. Muhammadabad Gohna,27-करहा
मऊ,355. Muhammadabad Gohna,28-खुरहट
मऊ,355. Muhammadabad Gohna,29-रानीपुर
मऊ,346. Mubarakpur,30-सुल्तानीपुर
मऊ,355. Muhammadabad Gohna,31-सरसेना
मऊ,346. Mubarakpur,32-खानपुर
मऊ,354. Ghosi,33-रेकवारेडीह
मऊ,356. Mau,34-परदहां
मथुरा,82. Mant,1-मांट प्रथम
मथुरा,82. Mant,2-मांट द्वितीय
मथुरा,82. Mant,3-मांट तृतीय
मथुरा,82. Mant,4-नौहझील प्रथम
मथुरा,82. Mant,5-नौहझील द्वितीय
मथुरा,82. Mant,6-नौहझील तृतीय
मथुरा,82. Mant,7-नौहझील चतुर्थ
